topicid,type,qsid,qcount,qid,options,key,uid,ans,correct,mid,topicname,userid,user,name,group
OOPUY-POST,post,2,20,3,"9,12,11,10",11,448,11,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,448,15,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,448,19,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,448,21,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,448,25,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,448,30,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,448,35,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,448,40,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,448,42,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,448,46,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,448,51,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,448,53,0,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,448,60,0,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,448,61,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,448,67,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,448,70,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,448,73,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,448,78,1,17,OOP-Concept Yarsi University,448,1402020027,53de05a720481,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,449,3,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,449,7,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,449,11,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,449,15,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,449,19,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,449,21,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,449,25,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,449,30,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,449,35,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,449,40,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,449,42,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,449,46,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,449,51,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,449,53,0,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,449,57,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,449,61,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,449,67,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,449,70,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,449,73,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,449,78,1,17,OOP-Concept Yarsi University,449,1402020097,547105ae20206,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,450,3,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,450,8,0,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,450,9,0,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,450,14,0,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,450,19,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,450,21,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,450,25,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,450,30,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,450,35,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,450,39,0,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,450,42,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,450,47,0,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,450,51,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,450,55,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,450,57,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,450,64,0,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,450,67,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,450,69,0,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,450,73,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,450,78,1,17,OOP-Concept Yarsi University,450,1402020088,547005ae21821,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,451,3,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,451,7,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,451,11,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,451,15,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,451,17,0,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,451,21,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,451,25,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,451,30,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,451,35,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,451,40,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,451,42,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,451,46,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,451,51,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,451,53,0,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,451,57,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,451,61,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,451,67,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,451,70,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,451,73,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,451,78,1,17,OOP-Concept Yarsi University,451,1402020030,536705a121194,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,452,4,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,452,6,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,452,9,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,452,14,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,452,17,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,452,21,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,452,25,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,452,30,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,452,35,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,452,39,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,452,41,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,452,46,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,452,51,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,452,54,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,452,57,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,452,61,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,452,67,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,452,70,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,452,74,0,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,452,78,1,17,OOP-Concept Yarsi University,452,1402020090,53e505a719708,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,453,3,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,453,7,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,453,11,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,453,15,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,453,19,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,453,21,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,453,25,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,453,30,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,453,35,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,453,40,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,453,42,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,453,46,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,453,51,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,453,55,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,453,57,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,453,61,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,453,67,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,453,70,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,453,73,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,453,78,1,17,OOP-Concept Yarsi University,453,1402020089,548405af20132,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,454,3,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,454,7,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,454,11,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,454,15,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,454,19,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,454,21,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,454,25,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,454,30,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,454,35,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,454,40,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,454,42,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,454,46,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,454,51,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,454,55,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,454,57,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,454,61,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,454,67,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,454,70,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,454,73,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,454,78,1,17,OOP-Concept Yarsi University,454,1402020076,543305ab20964,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,455,3,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,455,7,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,455,11,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,455,15,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,455,19,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,455,21,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,455,28,0,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,455,30,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,455,35,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,455,40,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,455,42,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,455,46,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,455,49,0,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,455,53,0,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,455,60,0,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,455,64,0,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,455,67,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,455,69,0,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,455,73,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,455,78,1,17,OOP-Concept Yarsi University,455,1402020033,53a305a421335,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,456,3,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,456,8,0,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,456,9,0,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,456,15,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,456,19,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,456,21,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,456,25,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,456,29,0,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,456,35,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,456,39,0,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,11,"41,44,43,42",42,456,42,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,12,"48,47,46,45",46,456,46,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,13,"51,50,49,52",51,456,51,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,14,"55,54,53,56",55,456,54,0,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,15,"59,58,57,60",57,456,57,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,16,"62,61,64,63",61,456,61,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,17,"66,65,68,67",67,456,67,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,18,"69,72,71,70",70,456,69,0,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,19,"73,76,75,74",73,456,74,0,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,20,"80,79,78,77",78,456,78,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-POST,post,2,20,1,"2,1,4,3",3,458,3,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,2,"5,8,7,6",7,458,7,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,3,"9,12,11,10",11,458,11,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,4,"16,15,14,13",15,458,15,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,5,"19,18,17,20",19,458,19,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,6,"23,22,21,24",21,458,21,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,7,"27,26,25,28",25,458,25,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,8,"30,29,32,31",30,458,30,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,9,"34,33,36,35",35,458,35,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-POST,post,2,20,10,"37,40,39,38",40,458,40,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
